saved_at,experiment_name,experiment_type,record_status,error_message,prompt,rag_enabled,rag_type,rag_search_time_s,rag_query_generation_time_s,llm_total_time_s,llm_query_gen_time_s,llm_command_gen_time_s,robot_simulation_time_s,truck_simulation_time_s,uav_simulation_time_s,robot_success,truck_success,uav_success,total_time_s,detail_json_file,extra_json
2026-04-20T15:15:07.510532,robustness_uav.max_speed_-50%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_-50%,5.15693998336792,36.36776328086853,49.993321895599365,36.36776328086853,13.625558614730835,10.14739990234375,2304.0,2480.06,True,True,True,77.33932685852051,robustness_uav.max_speed_-50_20260420_151507.json,"{""agent_type"": ""uav"", ""param_name"": ""max_speed"", ""param_key"": ""uav.max_speed"", ""base_value"": 0.3, ""variation"": -0.5, ""perturbed_value"": 0.15}"
2026-04-20T15:16:17.397083,robustness_uav.max_speed_-20%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_-20%,5.144434690475464,7.04296088218689,40.52562236785889,7.04296088218689,33.482661485672,10.11791467666626,3060.0,1868.18,True,True,True,67.88254642486572,robustness_uav.max_speed_-20_20260420_151617.json,"{""agent_type"": ""uav"", ""param_name"": ""max_speed"", ""param_key"": ""uav.max_speed"", ""base_value"": 0.3, ""variation"": -0.2, ""perturbed_value"": 0.24}"
2026-04-20T15:17:23.266142,robustness_uav.max_speed_+0%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+0%,5.035216569900513,12.200559377670288,37.62467932701111,12.200559377670288,25.42411994934082,10.246055126190186,1224.0,2690.66,True,True,False,63.86464881896973,robustness_uav.max_speed__0_20260420_151723.json,"{""agent_type"": ""uav"", ""param_name"": ""max_speed"", ""param_key"": ""uav.max_speed"", ""base_value"": 0.3, ""variation"": 0, ""perturbed_value"": 0.3}"
2026-04-20T15:18:57.077315,robustness_uav.max_speed_+20%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+20%,3.7322089672088623,21.799434185028076,65.85915303230286,21.799434185028076,44.05971884727478,10.191457271575928,2052.0,1998.94,True,True,True,91.80737113952637,robustness_uav.max_speed__20_20260420_151857.json,"{""agent_type"": ""uav"", ""param_name"": ""max_speed"", ""param_key"": ""uav.max_speed"", ""base_value"": 0.3, ""variation"": 0.2, ""perturbed_value"": 0.36}"
2026-04-20T15:20:37.218306,robustness_uav.max_speed_+50%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+50%,5.140469789505005,14.548049211502075,69.78500962257385,14.548049211502075,55.23696041107178,10.200750827789307,2448.0,0.0,True,True,True,98.13879704475403,robustness_uav.max_speed__50_20260420_152037.json,"{""agent_type"": ""uav"", ""param_name"": ""max_speed"", ""param_key"": ""uav.max_speed"", ""base_value"": 0.3, ""variation"": 0.5, ""perturbed_value"": 0.44999999999999996}"
2026-04-20T15:22:12.784193,robustness_robot.battery_drain_per_sec_-50%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_-50%,4.520188808441162,45.646010398864746,65.8570249080658,45.646010398864746,20.21101450920105,10.175807476043701,2448.0,0.0,True,True,True,93.5636134147644,robustness_robot.battery_drain_per_sec_-50_20260420_152212.json,"{""agent_type"": ""robot"", ""param_name"": ""battery_drain_per_sec"", ""param_key"": ""robot.battery_drain_per_sec"", ""base_value"": 0.02, ""variation"": -0.5, ""perturbed_value"": 0.01}"
2026-04-20T15:23:52.791063,robustness_robot.battery_drain_per_sec_-30%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_-30%,5.163838863372803,26.950839042663574,68.64755058288574,26.950839042663574,41.69671154022217,10.156693458557129,2448.0,17.8,True,True,True,98.00472235679626,robustness_robot.battery_drain_per_sec_-30_20260420_152352.json,"{""agent_type"": ""robot"", ""param_name"": ""battery_drain_per_sec"", ""param_key"": ""robot.battery_drain_per_sec"", ""base_value"": 0.02, ""variation"": -0.3, ""perturbed_value"": 0.013999999999999999}"
2026-04-20T15:25:02.523586,robustness_robot.battery_drain_per_sec_+0%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+0%,5.1501851081848145,26.94108295440674,40.396674156188965,26.94108295440674,13.455591201782227,10.17993450164795,3060.0,1868.68,True,True,True,67.72938537597656,robustness_robot.battery_drain_per_sec__0_20260420_152502.json,"{""agent_type"": ""robot"", ""param_name"": ""battery_drain_per_sec"", ""param_key"": ""robot.battery_drain_per_sec"", ""base_value"": 0.02, ""variation"": 0, ""perturbed_value"": 0.02}"
2026-04-20T15:26:38.647280,robustness_robot.battery_drain_per_sec_+30%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+30%,5.155780792236328,30.17171287536621,64.75463056564331,30.17171287536621,34.5829176902771,10.183911323547363,2448.0,0.0,True,True,True,94.120187997818,robustness_robot.battery_drain_per_sec__30_20260420_152638.json,"{""agent_type"": ""robot"", ""param_name"": ""battery_drain_per_sec"", ""param_key"": ""robot.battery_drain_per_sec"", ""base_value"": 0.02, ""variation"": 0.3, ""perturbed_value"": 0.026000000000000002}"
2026-04-20T15:28:04.402897,robustness_robot.battery_drain_per_sec_+50%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+50%,4.509549379348755,16.2966091632843,58.058509349823,16.2966091632843,41.761900186538696,10.226943492889404,2664.0,2348.45,True,True,True,83.75244736671448,robustness_robot.battery_drain_per_sec__50_20260420_152804.json,"{""agent_type"": ""robot"", ""param_name"": ""battery_drain_per_sec"", ""param_key"": ""robot.battery_drain_per_sec"", ""base_value"": 0.02, ""variation"": 0.5, ""perturbed_value"": 0.03}"
2026-04-20T15:29:33.844658,robustness_robot.battery_drain_per_sec_+100%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+100%,5.174867630004883,40.430601835250854,59.05680322647095,40.430601835250854,18.626201391220093,10.15300989151001,1872.0,1707.14,True,True,True,87.43825173377991,robustness_robot.battery_drain_per_sec__100_20260420_152933.json,"{""agent_type"": ""robot"", ""param_name"": ""battery_drain_per_sec"", ""param_key"": ""robot.battery_drain_per_sec"", ""base_value"": 0.02, ""variation"": 1.0, ""perturbed_value"": 0.04}"
2026-04-20T15:30:48.628944,robustness_robot.speed_m_per_sec_-50%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_-50%,4.5145509243011475,31.112977981567383,46.08314323425293,31.112977981567383,14.970165252685547,10.173568725585938,2664.0,2361.81,True,True,True,72.78229331970215,robustness_robot.speed_m_per_sec_-50_20260420_153048.json,"{""agent_type"": ""robot"", ""param_name"": ""speed_m_per_sec"", ""param_key"": ""robot.speed_m_per_sec"", ""base_value"": 1.0, ""variation"": -0.5, ""perturbed_value"": 0.5}"
2026-04-20T15:32:25.061409,robustness_robot.speed_m_per_sec_-20%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_-20%,5.17055869102478,23.59673762321472,68.06035947799683,23.59673762321472,44.463621854782104,10.188298225402832,2880.0,1369.17,True,True,True,94.42939877510071,robustness_robot.speed_m_per_sec_-20_20260420_153225.json,"{""agent_type"": ""robot"", ""param_name"": ""speed_m_per_sec"", ""param_key"": ""robot.speed_m_per_sec"", ""base_value"": 1.0, ""variation"": -0.2, ""perturbed_value"": 0.8}"
2026-04-20T15:34:03.778579,robustness_robot.speed_m_per_sec_+0%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+0%,3.7375481128692627,26.18764638900757,70.71401977539062,26.18764638900757,44.52637338638306,10.23123025894165,2304.0,2464.79,True,True,True,96.71353793144226,robustness_robot.speed_m_per_sec__0_20260420_153403.json,"{""agent_type"": ""robot"", ""param_name"": ""speed_m_per_sec"", ""param_key"": ""robot.speed_m_per_sec"", ""base_value"": 1.0, ""variation"": 0, ""perturbed_value"": 1.0}"
2026-04-20T15:35:04.886300,robustness_robot.speed_m_per_sec_+20%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+20%,4.512538194656372,14.126801013946533,33.411805629730225,14.126801013946533,19.28500461578369,10.127081871032715,2664.0,2365.17,True,True,True,59.10421872138977,robustness_robot.speed_m_per_sec__20_20260420_153504.json,"{""agent_type"": ""robot"", ""param_name"": ""speed_m_per_sec"", ""param_key"": ""robot.speed_m_per_sec"", ""base_value"": 1.0, ""variation"": 0.2, ""perturbed_value"": 1.2}"
2026-04-20T15:36:33.224508,robustness_robot.speed_m_per_sec_+50%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+50%,4.504077434539795,16.9948992729187,58.64621114730835,16.9948992729187,41.65131187438965,10.136196613311768,2520.0,507.12,True,True,True,86.33630967140198,robustness_robot.speed_m_per_sec__50_20260420_153633.json,"{""agent_type"": ""robot"", ""param_name"": ""speed_m_per_sec"", ""param_key"": ""robot.speed_m_per_sec"", ""base_value"": 1.0, ""variation"": 0.5, ""perturbed_value"": 1.5}"
2026-04-20T15:42:10.162452,ablation_no_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",False,none,0.0,0.0,23.418450593948364,0.0,23.418450593948364,10.180175304412842,2304.0,2475.4,True,True,True,48.61848783493042,ablation_no_rag_p1_r1_20260420_154210.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""no_rag"", ""display_name"": ""无RAG (仅LLM)"", ""enable_rag"": false, ""rag_type"": ""none""}"
2026-04-20T15:42:48.995978,ablation_text_rag_p1_r1,ablation,failed,未找到顶层JSON结构,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,rag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,35.829201459884644,ablation_text_rag_p1_r1_20260420_154248.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""text_rag"", ""display_name"": ""Text RAG (GraphRAG预处理文本单元)"", ""enable_rag"": true, ""rag_type"": ""rag""}"
2026-04-20T15:44:08.480892,ablation_raw_text_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,raw_rag,0.07671356201171875,8.628352165222168,53.202579736709595,8.628352165222168,44.57422757148743,10.202834606170654,2448.0,0.0,True,True,True,76.48171424865723,ablation_raw_text_rag_p1_r1_20260420_154408.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""raw_text_rag"", ""display_name"": ""Raw Text RAG (原始文本)"", ""enable_rag"": true, ""rag_type"": ""raw_rag""}"
2026-04-20T15:45:39.253238,ablation_graphrag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag,5.1541478633880615,31.120277881622314,59.41338276863098,31.120277881622314,28.293104887008667,10.156679153442383,2520.0,183.1,True,True,True,87.76736330986023,ablation_graphrag_p1_r1_20260420_154539.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""graphrag"", ""display_name"": ""GraphRAG (知识图谱)"", ""enable_rag"": true, ""rag_type"": ""graphrag""}"
2026-04-20T16:19:09.733167,baseline_p1_r1,baseline,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag,5.183980703353882,12.595505237579346,29.29443073272705,12.595505237579346,16.698925495147705,10.308327674865723,2664.0,2352.03,True,True,True,56.69564199447632,baseline_p1_r1_20260420_161909.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""enable_rag"": true, ""rag_type"": ""graphrag""}"
2026-04-21T17:59:02.056353,comparison_baseline_p1_r1,comparison,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag,5.0540244579315186,8.925288915634155,28.62922215461731,8.925288915634155,19.703933238983154,10.24587631225586,2160.0,1003.99,True,True,True,57.19818949699402,comparison_baseline_p1_r1_20260421_175902.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""baseline"", ""display_name"": ""基线方案 (GraphRAG + LLM)"", ""algorithm"": ""standard"", ""config"": {""name"": ""baseline"", ""display_name"": ""基线方案 (GraphRAG + LLM)"", ""enable_rag"": true, ""rag_type"": ""graphrag"", ""algorithm"": ""standard"", ""algorithm_params"": {""candidate_top_k"": 3}}}"
2026-04-21T18:00:14.091755,comparison_ACO_p1_r1,comparison,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_aco_dispatch,5.224937200546265,10.362804174423218,10.362804174423218,10.362804174423218,0.0,10.129163265228271,2124.0,1003.29,True,True,True,70.0325276851654,comparison_ACO_p1_r1_20260421_180014.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""ACO"", ""display_name"": ""蚁群算法 (Ant Colony Optimization)"", ""algorithm"": ""ACO"", ""config"": {""name"": ""ACO"", ""display_name"": ""蚁群算法 (Ant Colony Optimization)"", ""enable_rag"": true, ""rag_type"": ""graphrag"", ""algorithm"": ""ACO"", ""algorithm_params"": {""candidate_top_k"": 3, ""num_ants"": 20, ""alpha"": 1.0, ""beta"": 2.0, ""rho"": 0.5, ""max_iterations"": 50}}}"
2026-04-21T18:01:27.975922,comparison_GA_p1_r1,comparison,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_ga_dispatch,4.978048086166382,15.90159797668457,15.90159797668457,15.90159797668457,0.0,10.154421329498291,2124.0,1006.93,True,True,True,71.88065028190613,comparison_GA_p1_r1_20260421_180127.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""GA"", ""display_name"": ""遗传算法 (Genetic Algorithm)"", ""algorithm"": ""GA"", ""config"": {""name"": ""GA"", ""display_name"": ""遗传算法 (Genetic Algorithm)"", ""enable_rag"": true, ""rag_type"": ""graphrag"", ""algorithm"": ""GA"", ""algorithm_params"": {""candidate_top_k"": 3, ""population_size"": 50, ""crossover_rate"": 0.8, ""mutation_rate"": 0.1, ""elite_size"": 5, ""max_iterations"": 50}}}"
2026-04-21T18:03:18.802047,ablation_no_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",False,none,0.0,0.0,35.46615242958069,0.0,35.46615242958069,10.206513404846191,2700.0,745.13,True,True,True,60.68627333641052,ablation_no_rag_p1_r1_20260421_180318.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""no_rag"", ""display_name"": ""无RAG (仅LLM)"", ""enable_rag"": false, ""rag_type"": ""none""}"
2026-04-21T18:03:45.341577,ablation_text_rag_p1_r1,ablation,failed,未找到顶层JSON结构,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,rag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,23.53518319129944,ablation_text_rag_p1_r1_20260421_180345.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""text_rag"", ""display_name"": ""Text RAG (GraphRAG预处理文本单元)"", ""enable_rag"": true, ""rag_type"": ""rag""}"
2026-04-21T18:05:22.578798,ablation_raw_text_rag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,raw_rag,0.059290170669555664,8.860652923583984,73.9544894695282,8.860652923583984,65.09383654594421,10.15300989151001,88560.0,0.0,True,True,True,94.23295307159424,ablation_raw_text_rag_p1_r1_20260421_180522.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""raw_text_rag"", ""display_name"": ""Raw Text RAG (原始文本)"", ""enable_rag"": true, ""rag_type"": ""raw_rag""}"
2026-04-21T18:06:34.687304,ablation_graphrag_p1_r1,ablation,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag,4.396606206893921,24.839462280273438,40.49814224243164,24.839462280273438,15.658679962158203,10.152783393859863,2664.0,2239.1,True,True,True,69.10321927070618,ablation_graphrag_p1_r1_20260421_180634.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""graphrag"", ""display_name"": ""GraphRAG (知识图谱)"", ""enable_rag"": true, ""rag_type"": ""graphrag""}"
