saved_at,experiment_name,experiment_type,record_status,error_message,prompt,rag_enabled,rag_type,rag_search_time_s,rag_query_generation_time_s,llm_total_time_s,llm_query_gen_time_s,llm_command_gen_time_s,robot_simulation_time_s,truck_simulation_time_s,uav_simulation_time_s,robot_success,truck_success,uav_success,total_time_s,detail_json_file,extra_json
2026-04-18T14:28:16.444961,robustness_uav.battery_drain_rate_+30%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+30%,5.171118497848511,16.940876007080078,32.74218511581421,16.940876007080078,15.80130910873413,10.179102420806885,2664.0,2349.47,True,True,True,61.139997243881226,robustness_uav.battery_drain_rate__30_20260418_142816.json,"{""agent_type"": ""uav"", ""param_name"": ""battery_drain_rate"", ""param_key"": ""uav.battery_drain_rate"", ""base_value"": 0.5, ""variation"": 0.3, ""perturbed_value"": 0.65}"
2026-04-18T14:29:50.939712,robustness_uav.battery_drain_rate_+50%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+50%,4.271580934524536,19.920374155044556,64.01902341842651,19.920374155044556,44.09864926338196,10.117964744567871,2448.0,18.01,True,True,True,92.49199271202087,robustness_uav.battery_drain_rate__50_20260418_142950.json,"{""agent_type"": ""uav"", ""param_name"": ""battery_drain_rate"", ""param_key"": ""uav.battery_drain_rate"", ""base_value"": 0.5, ""variation"": 0.5, ""perturbed_value"": 0.75}"
2026-04-18T14:31:19.769882,robustness_uav.max_speed_-50%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_-50%,4.8214476108551025,35.57394289970398,60.814926862716675,35.57394289970398,25.240983963012695,10.241341590881348,2448.0,0.0,True,True,True,86.82730388641357,robustness_uav.max_speed_-50_20260418_143119.json,"{""agent_type"": ""uav"", ""param_name"": ""max_speed"", ""param_key"": ""uav.max_speed"", ""base_value"": 0.3, ""variation"": -0.5, ""perturbed_value"": 0.15}"
2026-04-18T14:32:46.698039,robustness_uav.max_speed_-20%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_-20%,3.5648727416992188,33.752108335494995,58.148985624313354,33.752108335494995,24.39687728881836,10.163753032684326,3060.0,1871.09,True,True,True,84.92553925514221,robustness_uav.max_speed_-20_20260418_143246.json,"{""agent_type"": ""uav"", ""param_name"": ""max_speed"", ""param_key"": ""uav.max_speed"", ""base_value"": 0.3, ""variation"": -0.2, ""perturbed_value"": 0.24}"
2026-04-18T14:33:46.748847,robustness_uav.max_speed_+0%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+0%,4.878561496734619,10.919636726379395,28.943784475326538,10.919636726379395,18.024147748947144,10.270113945007324,2304.0,2473.58,True,True,True,58.04918193817139,robustness_uav.max_speed__0_20260418_143346.json,"{""agent_type"": ""uav"", ""param_name"": ""max_speed"", ""param_key"": ""uav.max_speed"", ""base_value"": 0.3, ""variation"": 0, ""perturbed_value"": 0.3}"
2026-04-18T14:35:11.977915,robustness_uav.max_speed_+20%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+20%,4.547142744064331,22.04412269592285,55.476396799087524,22.04412269592285,33.43227410316467,10.166771411895752,2700.0,744.29,True,True,True,83.22696781158447,robustness_uav.max_speed__20_20260418_143511.json,"{""agent_type"": ""uav"", ""param_name"": ""max_speed"", ""param_key"": ""uav.max_speed"", ""base_value"": 0.3, ""variation"": 0.2, ""perturbed_value"": 0.36}"
2026-04-18T14:36:07.368036,robustness_uav.max_speed_+50%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+50%,5.010540723800659,7.746379852294922,27.193899154663086,7.746379852294922,19.447519302368164,10.199031829833984,2448.0,0.0,True,True,True,53.38632035255432,robustness_uav.max_speed__50_20260418_143607.json,"{""agent_type"": ""uav"", ""param_name"": ""max_speed"", ""param_key"": ""uav.max_speed"", ""base_value"": 0.3, ""variation"": 0.5, ""perturbed_value"": 0.44999999999999996}"
2026-04-18T16:24:53.805590,robustness_robot.battery_drain_per_sec_-50%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_-50%,4.514753341674805,16.284101724624634,31.515678882598877,16.284101724624634,15.231577157974243,10.191068649291992,2664.0,6485.338127613068,True,True,False,6524.4329829216,robustness_robot.battery_drain_per_sec_-50_20260418_162453.json,"{""agent_type"": ""robot"", ""param_name"": ""battery_drain_per_sec"", ""param_key"": ""robot.battery_drain_per_sec"", ""base_value"": 0.02, ""variation"": -0.5, ""perturbed_value"": 0.01}"
2026-04-18T16:28:49.219047,robustness_robot.battery_drain_per_sec_-30%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_-30%,5.1520466804504395,27.007343769073486,47.08701205253601,27.007343769073486,20.079668283462524,-1,-1,-1,False,False,False,233.40961074829102,robustness_robot.battery_drain_per_sec_-30_20260418_162849.json,"{""agent_type"": ""robot"", ""param_name"": ""battery_drain_per_sec"", ""param_key"": ""robot.battery_drain_per_sec"", ""base_value"": 0.02, ""variation"": -0.3, ""perturbed_value"": 0.013999999999999999}"
2026-04-18T16:32:48.027860,robustness_robot.battery_drain_per_sec_+0%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+0%,5.14932107925415,16.48107647895813,51.55241322517395,16.48107647895813,35.07133674621582,-1,-1,-1,False,False,False,236.80539226531982,robustness_robot.battery_drain_per_sec__0_20260418_163248.json,"{""agent_type"": ""robot"", ""param_name"": ""battery_drain_per_sec"", ""param_key"": ""robot.battery_drain_per_sec"", ""base_value"": 0.02, ""variation"": 0, ""perturbed_value"": 0.02}"
2026-04-18T16:37:12.323032,robustness_robot.battery_drain_per_sec_+30%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+30%,5.1559672355651855,33.44391131401062,76.99803519248962,33.44391131401062,43.554123878479004,-1,-1,-1,False,False,False,262.29279041290283,robustness_robot.battery_drain_per_sec__30_20260418_163712.json,"{""agent_type"": ""robot"", ""param_name"": ""battery_drain_per_sec"", ""param_key"": ""robot.battery_drain_per_sec"", ""base_value"": 0.02, ""variation"": 0.3, ""perturbed_value"": 0.026000000000000002}"
2026-04-18T16:41:22.551586,robustness_robot.battery_drain_per_sec_+50%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+50%,4.447376251220703,21.396809101104736,63.62030291557312,21.396809101104736,42.223493814468384,-1,-1,-1,False,False,False,248.2242488861084,robustness_robot.battery_drain_per_sec__50_20260418_164122.json,"{""agent_type"": ""robot"", ""param_name"": ""battery_drain_per_sec"", ""param_key"": ""robot.battery_drain_per_sec"", ""base_value"": 0.02, ""variation"": 0.5, ""perturbed_value"": 0.03}"
2026-04-18T16:44:52.727005,robustness_robot.battery_drain_per_sec_+100%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+100%,5.222512483596802,7.715386152267456,22.780631065368652,7.715386152267456,15.065244913101196,-1,-1,-1,False,False,False,208.1705605983734,robustness_robot.battery_drain_per_sec__100_20260418_164452.json,"{""agent_type"": ""robot"", ""param_name"": ""battery_drain_per_sec"", ""param_key"": ""robot.battery_drain_per_sec"", ""base_value"": 0.02, ""variation"": 1.0, ""perturbed_value"": 0.04}"
2026-04-18T16:49:04.735660,robustness_robot.speed_m_per_sec_-50%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_-50%,5.156687259674072,11.852612733840942,64.62467694282532,11.852612733840942,52.772064208984375,-1,-1,-1,False,False,False,250.00477576255798,robustness_robot.speed_m_per_sec_-50_20260418_164904.json,"{""agent_type"": ""robot"", ""param_name"": ""speed_m_per_sec"", ""param_key"": ""robot.speed_m_per_sec"", ""base_value"": 1.0, ""variation"": -0.5, ""perturbed_value"": 0.5}"
2026-04-18T16:53:38.094348,robustness_robot.speed_m_per_sec_-20%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_-20%,7.289250612258911,59.40827751159668,83.90520548820496,59.40827751159668,24.496927976608276,-1,-1,-1,False,False,False,271.35606479644775,robustness_robot.speed_m_per_sec_-20_20260418_165338.json,"{""agent_type"": ""robot"", ""param_name"": ""speed_m_per_sec"", ""param_key"": ""robot.speed_m_per_sec"", ""base_value"": 1.0, ""variation"": -0.2, ""perturbed_value"": 0.8}"
2026-04-18T16:57:32.743042,robustness_robot.speed_m_per_sec_+0%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+0%,5.151380300521851,19.946398735046387,47.32182264328003,19.946398735046387,27.375423908233643,-1,-1,-1,False,False,False,232.64563632011414,robustness_robot.speed_m_per_sec__0_20260418_165732.json,"{""agent_type"": ""robot"", ""param_name"": ""speed_m_per_sec"", ""param_key"": ""robot.speed_m_per_sec"", ""base_value"": 1.0, ""variation"": 0, ""perturbed_value"": 1.0}"
2026-04-18T17:01:16.568432,robustness_robot.speed_m_per_sec_+20%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+20%,5.146535873413086,19.855924606323242,36.523672342300415,19.855924606323242,16.667747735977173,-1,-1,-1,False,False,False,221.82365536689758,robustness_robot.speed_m_per_sec__20_20260418_170116.json,"{""agent_type"": ""robot"", ""param_name"": ""speed_m_per_sec"", ""param_key"": ""robot.speed_m_per_sec"", ""base_value"": 1.0, ""variation"": 0.2, ""perturbed_value"": 1.2}"
2026-04-18T17:04:55.519659,robustness_robot.speed_m_per_sec_+50%,robustness,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_perturbed_+50%,5.152233600616455,10.429482698440552,31.642961263656616,10.429482698440552,21.213478565216064,-1,-1,-1,False,False,False,216.94826674461365,robustness_robot.speed_m_per_sec__50_20260418_170455.json,"{""agent_type"": ""robot"", ""param_name"": ""speed_m_per_sec"", ""param_key"": ""robot.speed_m_per_sec"", ""base_value"": 1.0, ""variation"": 0.5, ""perturbed_value"": 1.5}"
2026-04-18T17:08:56.278321,comparison_baseline_p1_r1,comparison,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag,5.139808416366577,8.955621242523193,53.1542592048645,8.955621242523193,44.19863796234131,-1,-1,-1,False,False,False,238.75012731552124,comparison_baseline_p1_r1_20260418_170856.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""baseline"", ""display_name"": ""基线方案 (GraphRAG + LLM)"", ""algorithm"": ""standard"", ""config"": {""name"": ""baseline"", ""display_name"": ""基线方案 (GraphRAG + LLM)"", ""enable_rag"": true, ""rag_type"": ""graphrag"", ""algorithm"": ""standard"", ""algorithm_params"": {""candidate_top_k"": 3}}}"
2026-04-18T17:12:27.034807,comparison_ACO_p1_r1,comparison,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_aco_dispatch,5.150529623031616,7.486278533935547,7.486278533935547,7.486278533935547,0.0,-1,-1,-1,False,False,False,208.75279784202576,comparison_ACO_p1_r1_20260418_171227.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""ACO"", ""display_name"": ""蚁群算法 (Ant Colony Optimization)"", ""algorithm"": ""ACO"", ""config"": {""name"": ""ACO"", ""display_name"": ""蚁群算法 (Ant Colony Optimization)"", ""enable_rag"": true, ""rag_type"": ""graphrag"", ""algorithm"": ""ACO"", ""algorithm_params"": {""candidate_top_k"": 3, ""num_ants"": 20, ""alpha"": 1.0, ""beta"": 2.0, ""rho"": 0.5, ""max_iterations"": 50}}}"
2026-04-18T17:16:18.955961,comparison_GA_p1_r1,comparison,completed,,"请协调仓储机器人、卡车和无人机完成干粉灭火器的多阶段配送任务：从深圳福田区购物公园（114.054706,22.534678）配送到深圳光明区深理工大学医院(113.928589,22.769395)",True,graphrag_ga_dispatch,4.985534906387329,23.719392776489258,23.719392776489258,23.719392776489258,0.0,-1,-1,-1,False,False,False,229.9175522327423,comparison_GA_p1_r1_20260418_171618.json,"{""prompt_index"": 1, ""repeat_index"": 1, ""config_name"": ""GA"", ""display_name"": ""遗传算法 (Genetic Algorithm)"", ""algorithm"": ""GA"", ""config"": {""name"": ""GA"", ""display_name"": ""遗传算法 (Genetic Algorithm)"", ""enable_rag"": true, ""rag_type"": ""graphrag"", ""algorithm"": ""GA"", ""algorithm_params"": {""candidate_top_k"": 3, ""population_size"": 50, ""crossover_rate"": 0.8, ""mutation_rate"": 0.1, ""elite_size"": 5, ""max_iterations"": 50}}}"
